元シート,列車番号,駅順,駅名,発車,到着,方向,区間,発車_判定用,到着_判定用,発着チェック
〇【上】ST　ｷｾ～ﾂｶ,A2108S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A2108S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A2108S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A2108S,5,北千住,21.16.15,13.10,上り,〇【上】ST　ｷｾ～ﾂｶ,21.16.15,13.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A2108S,6,小菅,11.10,10.40,上り,〇【上】ST　ｷｾ～ﾂｶ,11.10,10.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A2108S,7,五反野,09.20,08.50,上り,〇【上】ST　ｷｾ～ﾂｶ,09.20,08.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A2108S,8,梅島,07.30,07   ,上り,〇【上】ST　ｷｾ～ﾂｶ,07.30,07,途中
〇【上】ST　ｷｾ～ﾂｶ,A2108S,9,西新井,05.30,04.30,上り,〇【上】ST　ｷｾ～ﾂｶ,05.30,04.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A2108S,10,竹ノ塚,21.02.20,,上り,〇【上】ST　ｷｾ～ﾂｶ,21.02.20,,始発
〇【上】ST　ｷｾ～ﾂｶ,A2223T,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A2223T,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A2223T,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A2223T,5,北千住,22.46.50,45.40,上り,〇【上】ST　ｷｾ～ﾂｶ,22.46.50,45.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A2223T,6,小菅,43.40,43.10,上り,〇【上】ST　ｷｾ～ﾂｶ,43.40,43.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A2223T,7,五反野,41.50,41.20,上り,〇【上】ST　ｷｾ～ﾂｶ,41.50,41.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A2223T,8,梅島,40   ,39.30,上り,〇【上】ST　ｷｾ～ﾂｶ,40,39.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A2223T,9,西新井,38   ,37   ,上り,〇【上】ST　ｷｾ～ﾂｶ,38,37,途中
〇【上】ST　ｷｾ～ﾂｶ,A2223T,10,竹ノ塚,22.34.50,,上り,〇【上】ST　ｷｾ～ﾂｶ,22.34.50,,始発
〇【上】ST　ｷｾ～ﾂｶ,A606S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A606S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A606S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A606S,5,北千住,6.19.50,18   ,上り,〇【上】ST　ｷｾ～ﾂｶ,6.19.50,18,途中
〇【上】ST　ｷｾ～ﾂｶ,A606S,6,小菅,16   ,15.30,上り,〇【上】ST　ｷｾ～ﾂｶ,16,15.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A606S,7,五反野,14.10,13.40,上り,〇【上】ST　ｷｾ～ﾂｶ,14.10,13.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A606S,8,梅島,12.20,11.50,上り,〇【上】ST　ｷｾ～ﾂｶ,12.20,11.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A606S,9,西新井,10.20,09.20,上り,〇【上】ST　ｷｾ～ﾂｶ,10.20,09.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A606S,10,竹ノ塚,6.07.10,,上り,〇【上】ST　ｷｾ～ﾂｶ,6.07.10,,始発
〇【上】ST　ｷｾ～ﾂｶ,A608S,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A608S,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A608S,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A608S,5,北千住,29.50,6.30.50,上り,〇【上】ST　ｷｾ～ﾂｶ,29.50,6.30.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A608S,6,小菅,27.20,27.50,上り,〇【上】ST　ｷｾ～ﾂｶ,27.20,27.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A608S,7,五反野,25.30,26   ,上り,〇【上】ST　ｷｾ～ﾂｶ,25.30,26,途中
〇【上】ST　ｷｾ～ﾂｶ,A608S,8,梅島,23.40,24.10,上り,〇【上】ST　ｷｾ～ﾂｶ,23.40,24.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A608S,9,西新井,21.20,22.10,上り,〇【上】ST　ｷｾ～ﾂｶ,21.20,22.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A608S,10,竹ノ塚,,6.19.10,上り,〇【上】ST　ｷｾ～ﾂｶ,,6.19.10,終着
〇【上】ST　ｷｾ～ﾂｶ,A610S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A610S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A610S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A610S,5,北千住,6.40.10,39.10,上り,〇【上】ST　ｷｾ～ﾂｶ,6.40.10,39.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A610S,6,小菅,37.10,36.30,上り,〇【上】ST　ｷｾ～ﾂｶ,37.10,36.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A610S,7,五反野,35.10,34.30,上り,〇【上】ST　ｷｾ～ﾂｶ,35.10,34.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A610S,8,梅島,33.10,32.30,上り,〇【上】ST　ｷｾ～ﾂｶ,33.10,32.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A610S,9,西新井,31   ,30   ,上り,〇【上】ST　ｷｾ～ﾂｶ,31,30,途中
〇【上】ST　ｷｾ～ﾂｶ,A610S,10,竹ノ塚,6.27.50,,上り,〇【上】ST　ｷｾ～ﾂｶ,6.27.50,,始発
〇【上】ST　ｷｾ～ﾂｶ,A612S,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A612S,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A612S,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A612S,5,北千住,47.30,6.48.30,上り,〇【上】ST　ｷｾ～ﾂｶ,47.30,6.48.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A612S,6,小菅,44.40,45.30,上り,〇【上】ST　ｷｾ～ﾂｶ,44.40,45.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A612S,7,五反野,42.30,43.20,上り,〇【上】ST　ｷｾ～ﾂｶ,42.30,43.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A612S,8,梅島,40.20,41.10,上り,〇【上】ST　ｷｾ～ﾂｶ,40.20,41.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A612S,9,西新井,37.50,38.50,上り,〇【上】ST　ｷｾ～ﾂｶ,37.50,38.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A612S,10,竹ノ塚,,6.35.40,上り,〇【上】ST　ｷｾ～ﾂｶ,,6.35.40,終着
〇【上】ST　ｷｾ～ﾂｶ,A616S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A616S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A616S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A616S,5,北千住,6.55.10,54.20,上り,〇【上】ST　ｷｾ～ﾂｶ,6.55.10,54.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A616S,6,小菅,51.50,51.10,上り,〇【上】ST　ｷｾ～ﾂｶ,51.50,51.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A616S,7,五反野,49.50,49.10,上り,〇【上】ST　ｷｾ～ﾂｶ,49.50,49.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A616S,8,梅島,47.50,47.10,上り,〇【上】ST　ｷｾ～ﾂｶ,47.50,47.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A616S,9,西新井,45.40,44.40,上り,〇【上】ST　ｷｾ～ﾂｶ,45.40,44.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A616S,10,竹ノ塚,6.42.30,,上り,〇【上】ST　ｷｾ～ﾂｶ,6.42.30,,始発
〇【上】ST　ｷｾ～ﾂｶ,A620S,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A620S,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A620S,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A620S,5,北千住,10.50,7.12.10,上り,〇【上】ST　ｷｾ～ﾂｶ,10.50,7.12.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A620S,6,小菅,07.30,08.20,上り,〇【上】ST　ｷｾ～ﾂｶ,07.30,08.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A620S,7,五反野,05.20,06.10,上り,〇【上】ST　ｷｾ～ﾂｶ,05.20,06.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A620S,8,梅島,03.10,04   ,上り,〇【上】ST　ｷｾ～ﾂｶ,03.10,04,途中
〇【上】ST　ｷｾ～ﾂｶ,A620S,9,西新井,7.00   ,01.40,上り,〇【上】ST　ｷｾ～ﾂｶ,7.00,01.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A620S,10,竹ノ塚,,6.57.50,上り,〇【上】ST　ｷｾ～ﾂｶ,,6.57.50,終着
〇【上】ST　ｷｾ～ﾂｶ,A722S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A722S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A722S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A722S,5,北千住,7.20.20,19.30,上り,〇【上】ST　ｷｾ～ﾂｶ,7.20.20,19.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A722S,6,小菅,17   ,16.10,上り,〇【上】ST　ｷｾ～ﾂｶ,17,16.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A722S,7,五反野,14.50,14   ,上り,〇【上】ST　ｷｾ～ﾂｶ,14.50,14,途中
〇【上】ST　ｷｾ～ﾂｶ,A722S,8,梅島,12.40,11.50,上り,〇【上】ST　ｷｾ～ﾂｶ,12.40,11.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A722S,9,西新井,10.20,09.20,上り,〇【上】ST　ｷｾ～ﾂｶ,10.20,09.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A722S,10,竹ノ塚,7.07.10,,上り,〇【上】ST　ｷｾ～ﾂｶ,7.07.10,,始発
〇【上】ST　ｷｾ～ﾂｶ,A724S,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A724S,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A724S,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A724S,5,北千住,27   ,7.28   ,上り,〇【上】ST　ｷｾ～ﾂｶ,27,7.28,途中
〇【上】ST　ｷｾ～ﾂｶ,A724S,6,小菅,23.40,24.30,上り,〇【上】ST　ｷｾ～ﾂｶ,23.40,24.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A724S,7,五反野,21.30,22.20,上り,〇【上】ST　ｷｾ～ﾂｶ,21.30,22.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A724S,8,梅島,19.20,20.10,上り,〇【上】ST　ｷｾ～ﾂｶ,19.20,20.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A724S,9,西新井,15.30,17.50,上り,〇【上】ST　ｷｾ～ﾂｶ,15.30,17.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A724S,10,竹ノ塚,,7.13.20,上り,〇【上】ST　ｷｾ～ﾂｶ,,7.13.20,終着
〇【上】ST　ｷｾ～ﾂｶ,A726S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A726S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A726S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A726S,5,北千住,7.39.20,38   ,上り,〇【上】ST　ｷｾ～ﾂｶ,7.39.20,38,途中
〇【上】ST　ｷｾ～ﾂｶ,A726S,6,小菅,35.30,34.40,上り,〇【上】ST　ｷｾ～ﾂｶ,35.30,34.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A726S,7,五反野,33.20,32.30,上り,〇【上】ST　ｷｾ～ﾂｶ,33.20,32.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A726S,8,梅島,31.10,30.20,上り,〇【上】ST　ｷｾ～ﾂｶ,31.10,30.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A726S,9,西新井,28.50,27   ,上り,〇【上】ST　ｷｾ～ﾂｶ,28.50,27,途中
〇【上】ST　ｷｾ～ﾂｶ,A726S,10,竹ノ塚,7.24.50,,上り,〇【上】ST　ｷｾ～ﾂｶ,7.24.50,,始発
〇【上】ST　ｷｾ～ﾂｶ,A730S,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A730S,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A730S,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A730S,5,北千住,51.20,7.52.30,上り,〇【上】ST　ｷｾ～ﾂｶ,51.20,7.52.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A730S,6,小菅,48   ,48.50,上り,〇【上】ST　ｷｾ～ﾂｶ,48,48.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A730S,7,五反野,45.50,46.40,上り,〇【上】ST　ｷｾ～ﾂｶ,45.50,46.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A730S,8,梅島,43.40,44.30,上り,〇【上】ST　ｷｾ～ﾂｶ,43.40,44.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A730S,9,西新井,40.50,42.10,上り,〇【上】ST　ｷｾ～ﾂｶ,40.50,42.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A730S,10,竹ノ塚,,7.38.40,上り,〇【上】ST　ｷｾ～ﾂｶ,,7.38.40,終着
〇【上】ST　ｷｾ～ﾂｶ,A732S,2,鐘ヶ淵,(六本木),,上り,〇【上】ST　ｷｾ～ﾂｶ,(六本木),,始発
〇【上】ST　ｷｾ～ﾂｶ,A732S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A732S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A732S,5,北千住,8.05.55,04.30,上り,〇【上】ST　ｷｾ～ﾂｶ,8.05.55,04.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A732S,6,小菅,02   ,8.01.10,上り,〇【上】ST　ｷｾ～ﾂｶ,02,8.01.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A732S,7,五反野,59.50,59   ,上り,〇【上】ST　ｷｾ～ﾂｶ,59.50,59,途中
〇【上】ST　ｷｾ～ﾂｶ,A732S,8,梅島,57.40,56.50,上り,〇【上】ST　ｷｾ～ﾂｶ,57.40,56.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A732S,9,西新井,55.20,53.30,上り,〇【上】ST　ｷｾ～ﾂｶ,55.20,53.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A732S,10,竹ノ塚,7.51.20,,上り,〇【上】ST　ｷｾ～ﾂｶ,7.51.20,,始発
〇【上】ST　ｷｾ～ﾂｶ,A805T,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A805T,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A805T,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A805T,5,北千住,14.10,8.15.10,上り,〇【上】ST　ｷｾ～ﾂｶ,14.10,8.15.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A805T,6,小菅,10.50,11.40,上り,〇【上】ST　ｷｾ～ﾂｶ,10.50,11.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A805T,7,五反野,08.40,09.30,上り,〇【上】ST　ｷｾ～ﾂｶ,08.40,09.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A805T,8,梅島,06.30,07.20,上り,〇【上】ST　ｷｾ～ﾂｶ,06.30,07.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A805T,9,西新井,04   ,05   ,上り,〇【上】ST　ｷｾ～ﾂｶ,04,05,途中
〇【上】ST　ｷｾ～ﾂｶ,A805T,10,竹ノ塚,,8.01.50,上り,〇【上】ST　ｷｾ～ﾂｶ,,8.01.50,終着
〇【上】ST　ｷｾ～ﾂｶ,A806S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A806S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A806S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A806S,5,北千住,8.46.10,45.10,上り,〇【上】ST　ｷｾ～ﾂｶ,8.46.10,45.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A806S,6,小菅,42.40,41.50,上り,〇【上】ST　ｷｾ～ﾂｶ,42.40,41.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A806S,7,五反野,40.30,39.40,上り,〇【上】ST　ｷｾ～ﾂｶ,40.30,39.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A806S,8,梅島,38.20,37.30,上り,〇【上】ST　ｷｾ～ﾂｶ,38.20,37.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A806S,9,西新井,36   ,35   ,上り,〇【上】ST　ｷｾ～ﾂｶ,36,35,途中
〇【上】ST　ｷｾ～ﾂｶ,A806S,10,竹ノ塚,8.32.50,,上り,〇【上】ST　ｷｾ～ﾂｶ,8.32.50,,始発
〇【上】ST　ｷｾ～ﾂｶ,A9014S,2,鐘ヶ淵,,(南千住),上り,〇【上】ST　ｷｾ～ﾂｶ,,(南千住),終着
〇【上】ST　ｷｾ～ﾂｶ,A9014S,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A9014S,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A9014S,5,北千住,39.50,20.42.50,上り,〇【上】ST　ｷｾ～ﾂｶ,39.50,20.42.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A9014S,6,小菅,－,37   ,上り,〇【上】ST　ｷｾ～ﾂｶ,－,37,途中
〇【上】ST　ｷｾ～ﾂｶ,A9014S,7,五反野,－,35.20,上り,〇【上】ST　ｷｾ～ﾂｶ,－,35.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A9014S,8,梅島,－,33.40,上り,〇【上】ST　ｷｾ～ﾂｶ,－,33.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A9014S,9,西新井,－,32   ,上り,〇【上】ST　ｷｾ～ﾂｶ,－,32,途中
〇【上】ST　ｷｾ～ﾂｶ,A9014S,10,竹ノ塚,,20.29.20,上り,〇【上】ST　ｷｾ～ﾂｶ,,20.29.20,終着
〇【上】ST　ｷｾ～ﾂｶ,A9107T,5,北千住,21.48.20,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,21.48.20,＝,始発
〇【上】ST　ｷｾ～ﾂｶ,A9107T,6,小菅,－,45.40,上り,〇【上】ST　ｷｾ～ﾂｶ,－,45.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A9107T,7,五反野,－,44   ,上り,〇【上】ST　ｷｾ～ﾂｶ,－,44,途中
〇【上】ST　ｷｾ～ﾂｶ,A9107T,8,梅島,－,42.20,上り,〇【上】ST　ｷｾ～ﾂｶ,－,42.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A9107T,9,西新井,－,40.40,上り,〇【上】ST　ｷｾ～ﾂｶ,－,40.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A9107T,10,竹ノ塚,,21.38   ,上り,〇【上】ST　ｷｾ～ﾂｶ,,21.38,終着
〇【上】ST　ｷｾ～ﾂｶ,A9225T,5,北千住,22.48.50,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,22.48.50,＝,始発
〇【上】ST　ｷｾ～ﾂｶ,A9225T,6,小菅,－,46.10,上り,〇【上】ST　ｷｾ～ﾂｶ,－,46.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A9225T,7,五反野,－,44.30,上り,〇【上】ST　ｷｾ～ﾂｶ,－,44.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A9225T,8,梅島,－,42.50,上り,〇【上】ST　ｷｾ～ﾂｶ,－,42.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A9225T,9,西新井,－,41.10,上り,〇【上】ST　ｷｾ～ﾂｶ,－,41.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A9225T,10,竹ノ塚,,22.38.30,上り,〇【上】ST　ｷｾ～ﾂｶ,,22.38.30,終着
〇【上】ST　ｷｾ～ﾂｶ,A922S,2,鐘ヶ淵,(中目黒),,上り,〇【上】ST　ｷｾ～ﾂｶ,(中目黒),,始発
〇【上】ST　ｷｾ～ﾂｶ,A922S,3,堀切,＝,,上り,〇【上】ST　ｷｾ～ﾂｶ,＝,,異常
〇【上】ST　ｷｾ～ﾂｶ,A922S,4,牛田,||,,上り,〇【上】ST　ｷｾ～ﾂｶ,||,,始発
〇【上】ST　ｷｾ～ﾂｶ,A922S,5,北千住,9.41.45,40   ,上り,〇【上】ST　ｷｾ～ﾂｶ,9.41.45,40,途中
〇【上】ST　ｷｾ～ﾂｶ,A922S,6,小菅,38   ,37.30,上り,〇【上】ST　ｷｾ～ﾂｶ,38,37.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A922S,7,五反野,36.10,35.40,上り,〇【上】ST　ｷｾ～ﾂｶ,36.10,35.40,途中
〇【上】ST　ｷｾ～ﾂｶ,A922S,8,梅島,34.20,33.50,上り,〇【上】ST　ｷｾ～ﾂｶ,34.20,33.50,途中
〇【上】ST　ｷｾ～ﾂｶ,A922S,9,西新井,32.20,31.30,上り,〇【上】ST　ｷｾ～ﾂｶ,32.20,31.30,途中
〇【上】ST　ｷｾ～ﾂｶ,A922S,10,竹ノ塚,9.29.20,,上り,〇【上】ST　ｷｾ～ﾂｶ,9.29.20,,始発
〇【上】ST　ｷｾ～ﾂｶ,A931T,2,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ﾂｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ﾂｶ,A931T,3,堀切,,＝,上り,〇【上】ST　ｷｾ～ﾂｶ,,＝,異常
〇【上】ST　ｷｾ～ﾂｶ,A931T,4,牛田,,||,上り,〇【上】ST　ｷｾ～ﾂｶ,,||,終着
〇【上】ST　ｷｾ～ﾂｶ,A931T,5,北千住,12.20,9.13.20,上り,〇【上】ST　ｷｾ～ﾂｶ,12.20,9.13.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A931T,6,小菅,09.40,10.20,上り,〇【上】ST　ｷｾ～ﾂｶ,09.40,10.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A931T,7,五反野,07.40,08.20,上り,〇【上】ST　ｷｾ～ﾂｶ,07.40,08.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A931T,8,梅島,05.40,06.20,上り,〇【上】ST　ｷｾ～ﾂｶ,05.40,06.20,途中
〇【上】ST　ｷｾ～ﾂｶ,A931T,9,西新井,03.10,04.10,上り,〇【上】ST　ｷｾ～ﾂｶ,03.10,04.10,途中
〇【上】ST　ｷｾ～ﾂｶ,A931T,10,竹ノ塚,,9.01   ,上り,〇【上】ST　ｷｾ～ﾂｶ,,9.01,終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,3,鐘ヶ淵,,(中目黒),上り,〇【上】ST　ｷｾ～ｿｶ,,(中目黒),終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,4,堀切,,＝,上り,〇【上】ST　ｷｾ～ｿｶ,,＝,異常
〇【上】ST　ｷｾ～ｿｶ,A1726S,5,牛田,,||,上り,〇【上】ST　ｷｾ～ｿｶ,,||,終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,6,北千住,,18.11.20,上り,〇【上】ST　ｷｾ～ｿｶ,,18.11.20,終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,7,小菅,,08   ,上り,〇【上】ST　ｷｾ～ｿｶ,,08,終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,8,五反野,,06.10,上り,〇【上】ST　ｷｾ～ｿｶ,,06.10,終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,9,梅島,,04.20,上り,〇【上】ST　ｷｾ～ｿｶ,,04.20,終着
〇【上】ST　ｷｾ～ｿｶ,A1726S,10,西新井,,18.01.40,上り,〇【上】ST　ｷｾ～ｿｶ,,18.01.40,終着
